E=0.185,Desorbed=1561685990765.5562,ExportTimes=[0.001, 0.002, 0.0025, 0.005, 0.0075, 0.01, 0.025, 0.05, 0.1]
0.000000000000000000e+00,1.575060605481562145e+22
3.061224489795918210e-05,1.575071570843846417e+22
6.122448979591836420e-05,1.575103634265536568e+22
9.183673469387754629e-05,1.575154353447132935e+22
1.224489795918367284e-04,1.575219940823914670e+22
1.530612244897959105e-04,1.575295669016031396e+22
1.836734693877550926e-04,1.575376390067491072e+22
2.142857142857142747e-04,1.575457103359029910e+22
2.448979591836734568e-04,1.575533483752746385e+22
2.755102040816326389e-04,1.575602270356189584e+22
3.061224489795918210e-04,1.575661451614882051e+22
3.367346938775510031e-04,1.575710236403413759e+22
3.673469387755101852e-04,1.575748855433756934e+22
3.979591836734693673e-04,1.575778268522692057e+22
4.285714285714285494e-04,1.575799853833805365e+22
4.591836734693877315e-04,1.575815137011586145e+22
4.897959183673469136e-04,1.575825589469032795e+22
5.204081632653060957e-04,1.575832503063057269e+22
5.510204081632652778e-04,1.575836934121068062e+22
5.816326530612244599e-04,1.575839697628116183e+22
6.122448979591836420e-04,1.575841386257718654e+22
6.428571428571428241e-04,1.575842400156113279e+22
6.734693877551020062e-04,1.575842992853636402e+22
7.040816326530611883e-04,1.575843325654504099e+22
7.346938775510203704e-04,1.575843505099016818e+22
7.653061224489795525e-04,1.575843599527411135e+22
7.959183673469387345e-04,1.575843649100465989e+22
8.265306122448979166e-04,1.575843675555876569e+22
8.571428571428570987e-04,1.575843690099269593e+22
8.877551020408162808e-04,1.575843698405456793e+22
9.183673469387754629e-04,1.575843703358734152e+22
9.489795918367346450e-04,1.575843706449930958e+22
9.795918367346938271e-04,1.575843708468944542e+22
1.010204081632653118e-03,1.575843709846733770e+22
1.040816326530612191e-03,1.575843710826120531e+22
1.071428571428571265e-03,1.575843711548486425e+22
1.102040816326530556e-03,1.575843712098976871e+22
1.132653061224489846e-03,1.575843712530542022e+22
1.163265306122448920e-03,1.575843712877171887e+22
1.193877551020407993e-03,1.575843713161359681e+22
1.224489795918367284e-03,1.575843713398420695e+22
1.255102040816326574e-03,1.575843713599020623e+22
1.285714285714285648e-03,1.575843713770839238e+22
1.316326530612244722e-03,1.575843713919462513e+22
1.346938775510204012e-03,1.575843714049073218e+22
1.377551020408163303e-03,1.575843714162870977e+22
1.408163265306122377e-03,1.575843714263307990e+22
1.438775510204081450e-03,1.575843714352332931e+22
1.469387755102040741e-03,1.575843714431492660e+22
1.500000000000000031e-03,1.575843714502030996e+22
