t(s),solute flux surface 1 (H m-2 s-1)
1e-06,-1161147651711.905
2.1000000000000002e-06,-34148468145469.965
3.3100000000000005e-06,-53420540858539.58
4.641000000000001e-06,-68996820610027.6
6.105100000000001e-06,-82937216680088.52
7.715610000000002e-06,-96025441787866.94
9.487171000000002e-06,-108657691739913.06
1.1435888100000002e-05,-121070004414201.39
1.3579476910000003e-05,-133419487153368.73
1.5937424601000003e-05,-145819708500977.94
1.8531167061100006e-05,-158358304894888.84
2.1384283767210007e-05,-171106618887151.84
2.452271214393101e-05,-184125374532801.62
2.7974983358324114e-05,-197468219221892.9
3.177248169415653e-05,-211184042800790.16
3.5949729863572185e-05,-225318559790879.53
4.0544702849929404e-05,-239915428763220.56
4.559917313492235e-05,-255017070870623.94
5.115909044841459e-05,-270665287171108.84
5.727499949325605e-05,-286901738147028.0
6.400249944258165e-05,-303768326989278.75
7.140274938683982e-05,-321307514629126.9
7.954302432552381e-05,-339562585805140.25
8.84973267580762e-05,-358577879748899.7
9.834705943388383e-05,-378444753679249.4
0.00010918176537727222,-414548566998015.1
0.00012109994191499945,-450232297061542.0
0.0001342099361064994,-487987833415620.9
0.00014863092971714937,-528341783245204.9
0.00016449402268886432,-571655039303226.0
0.00018194342495775077,-618266394566473.5
0.00020113776745352586,-662648630178472.8
0.00022225154419887848,-708320767506653.4
0.00024547669861876636,-754741997677644.2
0.00027047669861876637,-800776424932200.9
0.0002954766986187664,-843346191861828.1
0.0003204766986187664,-882864104895644.8
0.0003454766986187664,-919692830224125.5
0.0003704766986187664,-954149604211439.0
0.0003954766986187664,-986511242826495.5
0.00042047669861876644,-1017018929325438.6
0.00044547669861876645,-1045882610268548.1
0.00047047669861876646,-1073284950651908.1
0.0004954766986187665,-1099384848843721.0
0.0005204766986187664,-1124320534986581.0
0.0005454766986187664,-1148212286918996.5
0.0005704766986187663,-1171164801468416.0
0.0005954766986187663,-1193269259146304.5
0.0006204766986187663,-1214605118455197.5
0.0006454766986187662,-1235241673231459.2
0.0006704766986187662,-1255239403221553.2
0.0006954766986187661,-1274651144770346.0
0.0007204766986187661,-1293523105356638.8
0.000745476698618766,-1311895742745324.0
0.000770476698618766,-1329804526870950.5
0.000795476698618766,-1347280600177660.2
0.0008204766986187659,-1364351350047203.0
0.0008454766986187659,-1381040905117727.0
0.0008704766986187658,-1397370565686913.0
0.0008954766986187658,-1413359177016491.0
0.0009204766986187657,-1429023453159536.0
0.0009454766986187657,-1444378257891288.2
0.0009704766986187657,-1459436848445583.5
0.0009954766986187656,-1474211086977661.8
0.0010204766986187657,-1488711624022110.0
0.0010454766986187657,-1502948057640886.8
0.0010704766986187658,-1516929071462876.0
0.0010954766986187659,-1530662554390975.8
0.001120476698618766,-1544155704386431.0
0.001145476698618766,-1557415118425402.2
0.001170476698618766,-1570446870440578.2
0.0011954766986187661,-1583256578828849.2
0.0012204766986187662,-1595849464897491.8
0.0012454766986187663,-1608230403440934.0
0.0012704766986187663,-1620403966484968.5
0.0012954766986187664,-1632374461105607.0
0.0013204766986187665,-1644145962100867.5
0.0013454766986187665,-1655722340204194.2
0.0013704766986187666,-1667107286430873.5
0.0013954766986187667,-1678304333074555.0
0.0014204766986187667,-1689316871802784.8
0.0014454766986187668,-1700148169244893.5
0.0014704766986187669,-1710801380407556.8
0.001495476698618767,-1721279560217108.5
0.001520476698618767,-1731585673443439.5
0.001545476698618767,-1741722603226196.2
0.0015704766986187671,-1751693158400594.2
0.0015954766986187672,-1761500079784993.2
0.0016204766986187673,-1771146045581399.5
0.0016454766986187673,-1780633676008977.8
0.0016704766986187674,-1789965537283254.8
0.0016954766986187675,-1799144145033363.8
0.0017204766986187675,-1808171967239001.8
0.0017454766986187676,-1817051426757958.0
0.0017704766986187676,-1825784903502587.8
0.0017954766986187677,-1834374736320843.0
0.0018204766986187678,-1842823224623047.5
0.0018454766986187678,-1851132629796316.0
0.001870476698618768,-1859305176435978.2
0.001895476698618768,-1867343053426339.8
0.001920476698618768,-1875248414891517.8
0.001945476698618768,-1883023381039463.8
0.001970476698618768,-1890670038915499.5
0.001995476698618768,-1898190443080694.0
0.0020204766986187677,-1905586616227805.8
0.002047976698618768,-1913574817928477.0
0.0020782266986187677,-1922186694370112.5
0.002111501698618768,-1931452318514718.8
0.0021481041986187678,-1941399344137523.5
0.002188366948618768,-1952052015072189.0
0.002232655973618768,-1963430022965533.5
0.0022813739011187683,-1975547211931932.0
0.0023349636213687683,-1988410135501812.0
0.0023939123136437683,-2002016480571138.5
0.0024587558751462684,-2016353384956010.8
0.0025300837927990185,-2031395689799814.8
0.0026085445022170435,-2047104185427936.8
0.002694851282576871,-2063423928986619.0
0.0027897887409726813,-2080282733639919.2
0.002894219945208073,-2097589950988403.0
0.0030090942698670032,-2115235688862862.2
0.0031354560269918267,-2133090623155513.8
0.003274453959829133,-2151006571414519.8
0.0034273516859501694,-2168817993548222.0
0.0035955391846833095,-2186344566453132.0
0.0037805454332897636,-2203394940198465.0
0.003984052306756863,-2219771719759045.8
0.0042079098675706725,-2235277626238623.5
0.004454153184465863,-2249722676411887.0
0.004725020833050573,-2262932085037482.5
0.005022975246493754,-2274754452323791.0
0.005350725101281253,-2285069666764734.0
0.005711249941547502,-2293795854274364.5
0.006107827265840376,-2300894663923835.0
0.006544062322562537,-2306374222913076.5
0.0070239208849569145,-2310289235569666.0
0.007523920884956915,-2312676745245816.5
0.008023920884956915,-2313825320085905.5
0.008523920884956916,-2314075137517894.0
0.009023920884956916,-2313681083557881.0
0.009523920884956917,-2312833569579685.0
0.010023920884956917,-2311674307244899.0
0.010523920884956918,-2310308265150256.5
0.011023920884956918,-2308812730748792.0
0.011523920884956919,-2307244176327844.0
0.012023920884956919,-2305643458426875.5
0.01252392088495692,-2304039752258798.5
0.01302392088495692,-2302453525901273.0
0.01352392088495692,-2300898785769716.5
0.01402392088495692,-2299384769200397.5
0.014523920884956921,-2297917217839632.0
0.015023920884956922,-2296499333359394.0
0.015523920884956922,-2295132492725760.5
0.01602392088495692,-2293816781605394.5
0.01652392088495692,-2292551390486172.5
0.01702392088495692,-2291334907270245.0
0.017523920884956922,-2290165532012827.5
0.018023920884956923,-2289041233204202.0
0.018523920884956923,-2287959860338572.0
0.019023920884956923,-2286919223839381.5
0.019523920884956924,-2285917150830099.5
0.020023920884956924,-2284951522953296.5
0.020523920884956925,-2284020301128492.5
0.021023920884956925,-2283121540715880.0
0.021523920884956926,-2282253399822850.0
0.022023920884956926,-2281414142701542.5
0.022523920884956927,-2280602139745003.5
0.023023920884956927,-2279815865141615.0
0.023523920884956927,-2279053893022455.0
0.024023920884956928,-2278314892636442.0
0.02452392088495693,-2277597623019993.0
0.02502392088495693,-2276900927418186.0
0.02552392088495693,-2276223727694617.5
0.02602392088495693,-2275565018839391.5
0.02652392088495693,-2274923863711154.5
0.02702392088495693,-2274299388011063.5
0.02752392088495693,-2273690775587607.5
0.02802392088495693,-2273097264023739.5
0.028523920884956932,-2272518140562981.5
0.029023920884956932,-2271952738316102.0
0.029523920884956933,-2271400432784872.5
0.030023920884956933,-2270860638644204.5
0.030523920884956934,-2270332806802786.5
0.031023920884956934,-2269816421685739.5
0.03152392088495693,-2269310998767208.0
0.03202392088495693,-2268816082272356.5
0.03252392088495693,-2268331243117792.5
0.03302392088495693,-2267856076967773.0
0.03352392088495693,-2267390202502959.5
0.03402392088495693,-2266933259790340.5
0.034523920884956934,-2266484908816826.5
0.035023920884956934,-2266044828115178.5
0.035523920884956935,-2265612713521225.5
0.036023920884956935,-2265188277009089.0
0.036523920884956936,-2264771245640532.5
0.037023920884956936,-2264361360571449.5
0.037523920884956936,-2263958376153958.0
0.03802392088495694,-2263562059093594.0
0.03852392088495694,-2263172187681189.0
0.03902392088495694,-2262788551061661.5
0.03952392088495694,-2262410948587179.0
0.04002392088495694,-2262039189176360.5
0.04052392088495694,-2261673090761512.5
0.04102392088495694,-2261312479737872.5
0.04152392088495694,-2260957190481480.5
0.04202392088495694,-2260607064871550.0
0.04252392088495694,-2260261951872215.5
0.04302392088495694,-2259921707117661.0
0.04352392088495694,-2259586192548007.0
0.04402392088495694,-2259255276044815.5
0.04452392088495694,-2258928831121547.5
0.04502392088495694,-2258606736588689.0
0.045523920884956944,-2258288876297738.0
0.046023920884956944,-2257975138839565.0
0.046523920884956944,-2257665417317617.0
0.047023920884956945,-2257359609090580.5
0.047523920884956945,-2257057615564680.5
0.048023920884956946,-2256759341971214.0
0.048523920884956946,-2256464697181061.0
0.04902392088495695,-2256173593508272.0
0.04952392088495695,-2255885946547044.0
0.05002392088495695,-2255601674997030.5
0.05052392088495695,-2255320700515056.5
0.05102392088495695,-2255042947566154.5
0.05152392088495695,-2254768343295655.5
0.05202392088495695,-2254496817383338.5
0.05252392088495695,-2254228301940632.0
0.05302392088495695,-2253962731374964.0
0.05352392088495695,-2253700042298387.0
0.05402392088495695,-2253440173411677.0
0.05452392088495695,-2253183065418352.5
0.05502392088495695,-2252928660920664.0
0.05552392088495695,-2252676904347447.0
0.05602392088495695,-2252427741857183.5
0.05652392088495695,-2252181121274167.0
0.057023920884956954,-2251936992001138.0
0.057523920884956954,-2251695304966783.2
0.058023920884956955,-2251456012536276.0
0.058523920884956955,-2251219068477890.5
0.059023920884956955,-2250984427873302.0
0.059523920884956956,-2250752047088140.0
0.060023920884956956,-2250521883698735.2
0.06052392088495696,-2250293896457196.0
0.06102392088495696,-2250068045229345.8
0.06152392088495696,-2249844290963237.5
0.06202392088495696,-2249622595634267.0
0.06252392088495695,-2249402922215925.5
0.06302392088495695,-2249185234628218.2
0.06352392088495695,-2248969497709323.8
0.06402392088495695,-2248755677176329.8
0.06452392088495695,-2248543739597385.2
0.06502392088495695,-2248333652349804.2
0.06552392088495695,-2248125383604726.8
0.06602392088495695,-2247918902280013.2
0.06652392088495696,-2247714178031344.8
0.06702392088495696,-2247511181212144.2
0.06752392088495696,-2247309882859150.5
0.06802392088495696,-2247110254658115.8
0.06852392088495696,-2246912268932677.0
0.06902392088495696,-2246715898611788.5
0.06952392088495696,-2246521117219918.0
0.07002392088495696,-2246327898846173.8
0.07052392088495696,-2246136218141997.8
0.07102392088495696,-2245946050278726.2
0.07152392088495696,-2245757370960642.0
0.07202392088495696,-2245570156377554.0
0.07252392088495696,-2245384383217273.5
0.07302392088495696,-2245200028630433.0
0.07352392088495696,-2245017070231091.0
0.07402392088495696,-2244835486069628.8
0.07452392088495696,-2244655254631912.2
0.07502392088495696,-2244476354815906.8
0.07552392088495696,-2244298765930976.0
0.07602392088495696,-2244122467674755.0
0.07652392088495696,-2243947440131094.0
0.07702392088495696,-2243773663754486.5
0.07752392088495696,-2243601119365438.0
0.07802392088495697,-2243429788132539.8
0.07852392088495697,-2243259651575419.5
0.07902392088495697,-2243090691540051.8
0.07952392088495697,-2242922890204591.8
0.08002392088495697,-2242756230060331.0
0.08052392088495697,-2242590693912922.2
0.08102392088495697,-2242426264865735.5
0.08152392088495697,-2242262926320799.8
0.08202392088495697,-2242100661963931.2
0.08252392088495697,-2241939455765145.2
0.08302392088495697,-2241779291963637.5
0.08352392088495697,-2241620155078052.2
0.08402392088495697,-2241462029874575.8
0.08452392088495697,-2241304901389690.8
0.08502392088495697,-2241148754896781.2
0.08552392088495697,-2240993575923284.0
0.08602392088495697,-2240839350230474.5
0.08652392088495697,-2240686063817963.8
0.08702392088495697,-2240533702908868.0
0.08752392088495697,-2240382253957379.8
0.08802392088495697,-2240231703631536.0
0.08852392088495697,-2240082038821051.2
0.08902392088495698,-2239933246620877.5
0.08952392088495698,-2239785314334326.5
0.09002392088495698,-2239638229466198.2
0.09052392088495698,-2239491979722456.2
0.09102392088495698,-2239346552998555.0
0.09152392088495698,-2239201937389065.8
0.09202392088495698,-2239058121166026.2
0.09252392088495698,-2238915092791925.2
0.09302392088495698,-2238772840903636.0
0.09352392088495698,-2238631354319631.2
0.09402392088495698,-2238490622027869.2
0.09452392088495698,-2238350633191336.5
0.09502392088495698,-2238211377135017.5
0.09552392088495698,-2238072843352029.2
0.09602392088495698,-2237935021491719.5
0.09652392088495698,-2237797901370358.5
0.09702392088495698,-2237661472947423.2
0.09752392088495698,-2237525726347692.8
0.09802392088495698,-2237390651833152.5
0.09852392088495698,-2237256239823309.0
0.09902392088495698,-2237122480877486.2
0.09952392088495698,-2236989365701062.2
0.1,-2236863194924084.8
